Manufacture,Rev,Buships,Manufacturer,Reel,Frame,DrawingTitle,SubId
HH 18-774 P,2,293108,GlobalFoundries,32193,S 34,AXIAL BRAKE UNIT DRIVE,101
MR 3-643 Z,4,390757,Lockheed Martin,34291,E 95,AXIAL BRAKE CLASS B WHEEL,128
YB 12-852 Q,8,312533,Johnson & Johnson,37748,V 11,MAGNETIC ROLLER FRAME DRIVE,155
NZ 7-426 Y,9,149220,Microsoft,33476,Z 44,ROTARY BEARING BOX ASSEMBLY,116
AG 2-809 Y,10,188349,PepsiCo,33545,W 34,MECHANICAL HOIST CLASS A CHART,197
HQ 9-324 D,3,388418,Lockheed Martin,32956,D 2,MAGNETIC RETAINER FRAME CHART,160
VC 12-260 Q,7,306624,Microsoft,35249,S 72,ELECTRICAL HOIST DEVICE ONE TON,115
XX 2-216 B,1,370242,PepsiCo,34289,U 53,TURBO ROLLER DEVICE TWO TON,108
KR 8-705 C,2,256290,General Electric,33283,X 35,MAGNETIC RETAINER CHAIN ONE TON,164
QY 8-224 U,9,293976,GE Appliances,34103,G 23,AXIAL RATCHET CLASS B WHEEL,106
JT 3-817 C,8,259837,GlobalFoundries,32525,J 17,ELECTRICAL HOIST BOX CHART,185
ZY 11-535 T,7,101146,General Electric,32866,M 32,ROTARY ROLLER BOX TWO TON,104
SW 12-929 E,9,143673,General Electric,35218,L 81,MECHANICAL PIN BOX ASSEMBLY,111
WG 13-992 B,6,358491,Microsoft,32844,E 87,ROTARY SPACER BOX WHEEL,113
RE 7-564 K,7,126953,PepsiCo,35642,V 88,TURBO PIN DEVICE CHART,182
MA 6-996 Y,10,251774,Intel Corp,33471,B 20,TURBO RETAINER BOX DRIVE,186
IQ 1-518 S,6,386629,GE Appliances,36579,M 98,SAFETY PIN CHAIN WHEEL,170
TE 4-257 G,7,210024,Johnson & Johnson,33490,I 58,ELECTRICAL SPACER CLASS B CHART,179
IR 5-456 M,4,180338,Intel Corp,32306,P 95,AXIAL NUT UNIT WHEEL,103
OI 13-542 G,7,178157,Microsoft,33079,G 57,SAFETY HOOK UNIT ASSEMBLY,182
FU 19-230 Z,6,180099,GlobalFoundries,34804,H 5,MAGNETIC HOOK DEVICE DRIVE,115
AS 8-951 H,3,165569,Boeing,35848,T 95,MECHANICAL ROLLER CLASS B ASSEMBLY,190
TQ 17-383 B,10,149969,Microsoft,36478,M 79,ROTARY HOIST BOX CHART,176
SQ 12-444 V,10,119248,PepsiCo,37060,J 11,MAGNETIC BEARING CHAIN TWO TON,151
ZC 5-725 N,1,205491,PepsiCo,32922,S 63,TURBO HOOK UNIT ASSEMBLY,109
SW 10-408 S,2,106775,GE Appliances,35755,B 75,MAGNETIC ROLLER FRAME ONE TON,157
RE 3-238 N,8,158121,PepsiCo,33836,U 9,MECHANICAL BRAKE BOX TWO TON,148
TY 6-496 M,1,211931,General Electric,37427,R 94,MAGNETIC HOIST CLASS C CHART,157
OO 14-395 Q,1,259283,Intel Corp,37751,F 19,ROTARY SPACER CLASS A WHEEL,184
JH 18-786 G,10,196210,Johnson & Johnson,36904,Z 40,ROTARY BEARING CHAIN TWO TON,186
TT 17-173 P,3,122931,Boeing,35868,N 52,MECHANICAL ROLLER FRAME CHART,144
HW 19-524 B,7,131948,PepsiCo,37283,M 47,MAGNETIC RATCHET FRAME ASSEMBLY,180
ZC 2-537 J,4,303982,GE Appliances,33951,D 8,SAFETY HOIST UNIT ONE TON,164
VT 4-917 A,10,213846,TPI Composites,33098,M 13,SAFETY HOIST FRAME ASSEMBLY,157
VC 6-975 K,1,328443,Lockheed Martin,37326,P 5,MAGNETIC PIN CLASS B CHART,101
SR 16-834 S,3,244535,Johnson & Johnson,34264,O 12,ROTARY RATCHET DEVICE WHEEL,134
BW 18-997 Y,1,393834,Intel Corp,35328,T 45,ROTARY ROLLER CLASS B DRIVE,118
QV 7-493 J,8,365326,Boeing,35500,V 55,ROTARY HOIST BOX TWO TON,115
WR 13-257 I,7,174929,Intel Corp,32250,P 30,MECHANICAL ROLLER UNIT CHART,148
EG 3-927 E,9,209225,Microsoft,36573,N 60,AXIAL RETAINER CLASS A ASSEMBLY,142
TE 8-196 D,6,211612,GlobalFoundries,37919,G 75,TURBO PIN CLASS A DRIVE,180
FN 18-456 W,7,277084,GE Appliances,32389,N 8,ELECTRICAL HOOK DEVICE ONE TON,120
TF 5-913 S,6,185390,Johnson & Johnson,37686,C 33,SAFETY BRAKE CHAIN ASSEMBLY,143
CR 4-752 R,7,352833,TPI Composites,37417,T 45,AXIAL RETAINER CLASS C DRIVE,182
WT 17-944 E,8,204020,GE Appliances,37717,S 53,TURBO BRAKE CLASS A DRIVE,146
FW 16-192 L,10,244002,GlobalFoundries,35273,N 93,MECHANICAL NUT CLASS A WHEEL,147
MP 13-255 O,5,128479,Johnson & Johnson,34276,B 67,TURBO RETAINER BOX DRIVE,119
EY 10-332 J,5,398751,PepsiCo,34735,B 86,MECHANICAL RETAINER CLASS B CHART,194
AM 12-845 Q,9,197976,General Electric,34871,E 75,TURBO ROLLER FRAME ASSEMBLY,194
VK 10-697 O,5,349792,Lockheed Martin,33842,O 94,ROTARY SPACER DEVICE ONE TON,131
BX 19-771 G,2,267680,PepsiCo,37106,L 30,SAFETY BRAKE CLASS B WHEEL,170
AU 6-494 A,9,334900,PepsiCo,37359,V 67,ROTARY RETAINER DEVICE WHEEL,190
YV 14-536 K,7,295183,Microsoft,36726,D 92,MAGNETIC SPACER CLASS B ASSEMBLY,112
DM 4-857 T,5,362818,Lockheed Martin,37716,P 40,MAGNETIC RATCHET CLASS C WHEEL,119
JK 13-742 B,9,247748,Lockheed Martin,35728,L 37,SAFETY RATCHET CLASS C WHEEL,103
DD 10-340 P,3,384515,Lockheed Martin,37599,X 12,SAFETY BEARING CLASS C WHEEL,193
TQ 13-862 J,5,102626,PepsiCo,37036,D 90,TURBO SPACER CLASS B CHART,130
MH 8-235 M,8,398107,General Electric,35810,Y 73,MECHANICAL BEARING DEVICE TWO TON,115
ES 5-776 W,2,252815,Johnson & Johnson,37232,V 93,AXIAL PIN CLASS B ONE TON,118
DZ 18-245 R,10,142985,TPI Composites,37859,V 9,MAGNETIC RETAINER CLASS C TWO TON,192
JZ 13-735 E,1,141907,GlobalFoundries,33945,P 70,TURBO PIN CLASS B WHEEL,122
CQ 18-935 B,6,238984,Boeing,34192,I 84,AXIAL HOIST CLASS B CHART,122
ZD 2-780 G,6,174504,GE Appliances,37809,Y 17,SAFETY HOOK UNIT ONE TON,100
CY 3-182 T,9,143838,GE Appliances,35453,B 19,ROTARY HOOK UNIT DRIVE,162
LB 14-286 K,7,245550,Boeing,34866,Q 62,TURBO PIN FRAME WHEEL,103
PY 3-186 K,8,156773,GE Appliances,34224,E 29,SAFETY BRAKE CHAIN WHEEL,128
OB 3-286 P,2,317895,PepsiCo,34579,J 85,SAFETY RETAINER CLASS C DRIVE,115
NL 10-749 L,8,162111,Boeing,33869,T 74,ROTARY NUT DEVICE TWO TON,152
FG 9-869 U,7,266413,PepsiCo,32274,G 11,ROTARY RETAINER CLASS A TWO TON,172
EQ 16-416 G,3,183444,Boeing,34360,Z 54,MAGNETIC HOIST CHAIN CHART,166
AO 7-224 P,10,183222,GE Appliances,32272,M 35,ROTARY BEARING CHAIN DRIVE,174
XW 7-403 A,3,224254,Lockheed Martin,36359,T 49,ELECTRICAL ROLLER BOX CHART,100
HA 10-578 M,4,213512,General Electric,33523,X 92,ROTARY NUT UNIT WHEEL,130
AS 3-738 I,7,337137,PepsiCo,37405,R 97,SAFETY ROLLER CLASS B CHART,161
IR 5-779 P,3,109370,TPI Composites,33797,P 15,ROTARY BRAKE UNIT ASSEMBLY,125
LY 17-934 M,10,121165,PepsiCo,35806,A 13,SAFETY RETAINER CLASS C TWO TON,165
II 13-276 A,1,116430,PepsiCo,36770,W 16,ELECTRICAL NUT FRAME ONE TON,132
ZP 15-483 B,3,210322,Microsoft,37684,C 76,AXIAL ROLLER BOX DRIVE,186
VL 12-851 G,4,298878,Boeing,33372,J 10,ELECTRICAL BRAKE CHAIN CHART,110
KU 6-275 Y,4,161355,PepsiCo,35880,U 54,MECHANICAL RATCHET CHAIN ASSEMBLY,158
LP 6-543 I,3,386861,TPI Composites,33171,S 85,ROTARY RETAINER CHAIN CHART,120
UM 17-267 Y,6,358042,TPI Composites,34188,X 5,AXIAL ROLLER CLASS A TWO TON,160
JF 2-895 T,7,373530,Boeing,32516,D 51,TURBO ROLLER CLASS C TWO TON,180
UC 12-587 A,5,332176,PepsiCo,33353,W 98,TURBO BRAKE BOX TWO TON,146
AH 1-953 F,6,260580,TPI Composites,34671,Y 24,ELECTRICAL HOIST UNIT WHEEL,107
PP 18-705 M,4,276960,General Electric,33829,I 65,SAFETY HOIST CLASS C ONE TON,116
YX 19-928 F,7,279088,Lockheed Martin,33318,K 56,MECHANICAL SPACER CLASS C ASSEMBLY,135
CP 12-467 P,10,392335,GlobalFoundries,34987,Z 76,AXIAL BEARING FRAME WHEEL,152
FR 9-123 C,1,276945,Johnson & Johnson,37609,K 24,ELECTRICAL SPACER UNIT TWO TON,170
YV 10-759 G,2,399964,Johnson & Johnson,36942,H 33,TURBO RATCHET UNIT ONE TON,140
GR 13-370 C,3,107836,TPI Composites,32005,I 67,ROTARY SPACER CHAIN CHART,156
CT 18-267 Q,2,100375,Johnson & Johnson,33602,X 40,AXIAL RETAINER UNIT TWO TON,130
QU 7-364 E,9,107403,GlobalFoundries,34348,Q 54,MAGNETIC RETAINER CLASS A WHEEL,165
GE 8-690 G,6,181027,General Electric,34817,P 96,AXIAL NUT CLASS C CHART,145
UM 16-373 U,4,125591,General Electric,35405,V 28,TURBO RATCHET CLASS C DRIVE,154
SL 14-156 K,9,171097,TPI Composites,32429,Y 53,SAFETY RETAINER DEVICE DRIVE,156
BS 16-405 V,2,268264,Microsoft,35281,R 42,MECHANICAL BEARING UNIT TWO TON,197
XI 11-785 V,2,326084,Intel Corp,32628,R 41,SAFETY BRAKE BOX DRIVE,156
XM 12-891 U,1,391292,GE Appliances,36060,Z 56,ELECTRICAL RATCHET BOX TWO TON,124
XQ 12-520 U,8,387112,Johnson & Johnson,36958,A 86,AXIAL HOOK FRAME DRIVE,101
KS 4-843 R,2,389113,GlobalFoundries,36580,P 54,ROTARY SPACER CLASS A DRIVE,129
HI 19-959 Q,10,286847,Johnson & Johnson,37736,D 79,SAFETY NUT CLASS A ONE TON,120
TP 6-497 P,10,277266,GE Appliances,36091,E 79,AXIAL PIN BOX ONE TON,133
YC 11-141 H,2,218620,TPI Composites,37183,L 95,ROTARY HOOK UNIT ONE TON,151
MW 19-508 E,6,356372,Johnson & Johnson,35447,L 23,MAGNETIC NUT DEVICE CHART,101
EN 13-782 V,7,254797,TPI Composites,34838,M 70,MAGNETIC RATCHET CLASS B CHART,181
VP 11-265 T,4,245848,Microsoft,34082,X 60,AXIAL BRAKE CLASS B DRIVE,115
CD 18-824 M,2,397682,Lockheed Martin,37641,O 79,MECHANICAL BEARING CLASS C DRIVE,149
YK 13-509 I,2,170034,Intel Corp,33723,U 15,SAFETY HOIST FRAME ASSEMBLY,139
KO 5-624 A,2,360729,TPI Composites,35338,C 1,ELECTRICAL ROLLER UNIT DRIVE,138
TD 14-631 M,6,331048,GE Appliances,36044,L 29,ELECTRICAL PIN BOX TWO TON,175
YT 10-713 O,5,177936,Boeing,32407,Q 33,TURBO PIN BOX ASSEMBLY,102
GA 9-235 U,2,233635,PepsiCo,35965,V 22,ROTARY NUT BOX WHEEL,114
TS 12-234 U,8,152537,Johnson & Johnson,35214,A 43,MAGNETIC RETAINER BOX CHART,157
NM 9-356 D,4,301941,TPI Composites,37593,C 20,ROTARY RATCHET UNIT TWO TON,160
TK 7-416 S,6,234315,GE Appliances,36941,E 16,SAFETY RETAINER CLASS B ONE TON,164
JT 3-974 N,8,157541,Intel Corp,36703,C 1,ELECTRICAL HOIST CHAIN DRIVE,139
MR 9-534 U,6,141790,GE Appliances,35049,R 1,SAFETY HOOK BOX WHEEL,195
CJ 17-993 T,4,128732,General Electric,37339,N 79,ROTARY RETAINER CLASS A CHART,152
TH 12-700 B,2,307117,PepsiCo,35011,Q 31,AXIAL BRAKE FRAME TWO TON,179
AC 6-868 H,7,130735,Boeing,32967,T 95,MECHANICAL HOOK BOX TWO TON,124
HB 6-780 S,2,254710,GE Appliances,34130,K 77,ROTARY HOOK CHAIN DRIVE,176
CL 9-568 Z,10,289564,Lockheed Martin,33510,H 37,ELECTRICAL SPACER CLASS B ONE TON,159
TH 11-494 Z,1,203393,PepsiCo,32308,Q 34,MAGNETIC BRAKE UNIT DRIVE,136
YM 5-700 O,3,163933,GlobalFoundries,34281,Y 49,MAGNETIC RATCHET BOX ASSEMBLY,120
JT 11-866 N,9,253641,GE Appliances,32449,S 89,AXIAL BEARING CLASS C ONE TON,176
LW 4-679 F,3,327943,Lockheed Martin,34041,N 32,ELECTRICAL BEARING CLASS C DRIVE,153
ZC 2-800 M,8,167274,General Electric,32260,E 85,MECHANICAL RATCHET CLASS A WHEEL,120
FJ 14-403 D,7,107395,GlobalFoundries,35306,O 7,AXIAL BEARING FRAME WHEEL,112
YP 16-652 S,3,385209,Lockheed Martin,32844,N 44,MECHANICAL BEARING CLASS C ASSEMBLY,139
TN 2-910 P,7,320626,GE Appliances,34056,T 36,MECHANICAL RATCHET BOX TWO TON,153
LB 12-160 J,3,381883,General Electric,33577,D 73,ELECTRICAL RATCHET DEVICE TWO TON,172
VB 14-553 Y,4,294247,Johnson & Johnson,34774,O 75,ROTARY HOIST BOX TWO TON,137
CA 3-906 U,4,256730,General Electric,32997,Y 17,SAFETY NUT UNIT DRIVE,145
CI 8-858 N,7,128058,Lockheed Martin,34033,Q 79,MECHANICAL RATCHET FRAME ASSEMBLY,194
ML 14-609 D,5,341550,TPI Composites,33802,H 10,ELECTRICAL PIN CHAIN ASSEMBLY,123
HT 9-795 I,1,145808,GE Appliances,35194,A 60,MAGNETIC SPACER UNIT WHEEL,161
VF 14-874 E,6,132275,Microsoft,35539,M 94,TURBO HOIST DEVICE CHART,171
UT 17-427 T,9,286965,TPI Composites,36791,Q 45,AXIAL HOIST CLASS A WHEEL,106
FX 15-815 T,9,305496,Lockheed Martin,32978,G 54,AXIAL HOOK CHAIN ONE TON,129
FV 19-670 H,8,267366,GlobalFoundries,34038,I 16,TURBO RATCHET UNIT ASSEMBLY,164
GL 6-212 D,7,336670,GlobalFoundries,32587,W 64,MAGNETIC BRAKE CLASS C CHART,139
JQ 2-355 G,10,369703,PepsiCo,34132,J 81,SAFETY RETAINER CLASS C ASSEMBLY,178
RQ 9-521 S,1,318339,Microsoft,33275,K 64,TURBO RATCHET FRAME WHEEL,110
HT 19-242 G,2,134990,General Electric,33491,Q 17,ELECTRICAL HOOK BOX TWO TON,172
MC 5-750 H,7,326957,PepsiCo,37574,R 93,MECHANICAL HOOK BOX TWO TON,144
BQ 19-864 S,10,332698,TPI Composites,32693,K 64,TURBO BRAKE UNIT ONE TON,146
QU 13-673 E,10,154044,General Electric,35697,F 93,MECHANICAL RETAINER DEVICE ONE TON,140
GU 19-339 W,10,302536,General Electric,35517,V 22,AXIAL PIN BOX TWO TON,149
DX 13-181 A,7,345976,GlobalFoundries,37890,P 45,ROTARY BRAKE CLASS C TWO TON,164
YM 4-906 M,3,267354,Intel Corp,35378,K 53,ELECTRICAL ROLLER BOX WHEEL,145
PJ 7-491 S,7,115225,Intel Corp,32710,S 88,MECHANICAL BRAKE CHAIN ONE TON,158
DN 2-437 O,8,106510,Boeing,35059,R 93,AXIAL RATCHET BOX WHEEL,119
OI 4-429 R,2,121388,TPI Composites,32609,K 79,TURBO HOIST BOX ASSEMBLY,109
OL 1-181 Z,4,308569,PepsiCo,35454,B 7,TURBO BRAKE CLASS A CHART,145
FJ 12-434 Q,4,365765,TPI Composites,34616,P 27,SAFETY HOOK CLASS B TWO TON,139
FU 13-575 S,9,386323,GlobalFoundries,33866,I 64,ROTARY SPACER BOX WHEEL,121
AP 18-636 Z,4,126765,PepsiCo,32613,R 71,MECHANICAL ROLLER CLASS A WHEEL,118
MO 7-447 K,5,350975,Lockheed Martin,34966,Q 35,MAGNETIC BRAKE CLASS B WHEEL,185
YF 18-365 F,9,151926,Lockheed Martin,32653,Q 57,MECHANICAL PIN DEVICE CHART,177
KO 9-308 D,2,346985,General Electric,33626,B 55,MECHANICAL ROLLER DEVICE WHEEL,172
EL 2-773 X,10,223427,GlobalFoundries,34611,V 18,TURBO SPACER CHAIN ONE TON,148
BD 19-396 F,10,334682,GE Appliances,36308,O 81,MAGNETIC RATCHET FRAME TWO TON,113
LL 7-964 G,10,246481,GE Appliances,34652,T 92,ELECTRICAL SPACER BOX CHART,102
EI 11-485 W,3,333535,TPI Composites,32210,Z 56,MAGNETIC BRAKE DEVICE ASSEMBLY,128
RF 9-935 Z,5,239141,PepsiCo,37694,Q 2,MAGNETIC NUT FRAME TWO TON,183
MN 18-728 L,10,217630,GlobalFoundries,32011,J 9,TURBO PIN CLASS C ASSEMBLY,199
CT 16-687 N,5,325458,Lockheed Martin,34974,Z 90,ROTARY HOOK CLASS C TWO TON,167
NM 9-475 Z,7,163434,General Electric,35603,A 78,ELECTRICAL HOIST BOX TWO TON,130
BX 6-345 J,5,255839,PepsiCo,36515,G 85,ROTARY RATCHET CHAIN DRIVE,140
YU 18-625 K,7,215700,TPI Composites,37776,U 24,ROTARY PIN CHAIN ONE TON,121
DN 11-842 N,3,128724,Lockheed Martin,33070,B 82,MECHANICAL PIN CLASS B CHART,190
PP 5-713 H,3,223889,General Electric,34038,V 61,SAFETY HOIST CHAIN TWO TON,179
PX 5-555 W,7,232600,TPI Composites,36293,R 81,TURBO NUT CLASS C ONE TON,117
KB 8-185 F,9,351292,PepsiCo,34905,T 46,ELECTRICAL ROLLER DEVICE TWO TON,192
AA 10-535 R,1,210381,General Electric,34604,J 60,ELECTRICAL RETAINER FRAME CHART,179
AM 17-199 B,9,271097,Boeing,34152,O 41,TURBO HOIST UNIT ONE TON,103
QM 10-438 N,6,114488,General Electric,36998,N 97,ROTARY RATCHET CLASS B DRIVE,171
FU 11-544 V,1,136265,General Electric,36305,G 87,ROTARY HOOK CLASS C ONE TON,132
AN 18-745 R,4,288904,Lockheed Martin,35044,X 99,MAGNETIC RATCHET FRAME ASSEMBLY,123
RW 11-718 I,8,237376,Johnson & Johnson,37882,A 2,ELECTRICAL BRAKE CHAIN TWO TON,165
CO 12-843 O,3,194817,Microsoft,33927,H 50,SAFETY BRAKE DEVICE DRIVE,135
ZG 5-974 T,9,220241,Intel Corp,32786,L 54,AXIAL HOOK FRAME ASSEMBLY,146
TB 13-739 F,9,228384,TPI Composites,37133,K 68,AXIAL NUT CLASS C TWO TON,107
LB 14-339 E,7,158927,Boeing,32117,T 65,MAGNETIC RETAINER CLASS C DRIVE,123
GJ 13-578 I,4,181436,Microsoft,37115,B 39,ROTARY RETAINER CLASS C DRIVE,116
PV 9-804 I,9,111039,Lockheed Martin,35341,F 64,AXIAL HOIST FRAME ONE TON,114
EO 18-784 K,1,299216,GE Appliances,34696,A 79,ELECTRICAL RATCHET FRAME DRIVE,193
YT 4-796 P,5,338137,GE Appliances,33909,T 14,MAGNETIC HOOK FRAME ASSEMBLY,135
QZ 6-765 S,2,167943,Lockheed Martin,32710,D 28,ELECTRICAL RETAINER CHAIN DRIVE,114
VW 17-601 J,5,342611,Boeing,37179,E 80,AXIAL ROLLER CHAIN ASSEMBLY,127
UZ 13-650 X,6,275395,GlobalFoundries,36489,H 88,ELECTRICAL HOOK CHAIN DRIVE,176
OT 10-222 D,5,338016,Microsoft,34197,R 43,MECHANICAL RETAINER DEVICE TWO TON,116
LM 16-246 U,10,186900,Boeing,36637,C 2,TURBO NUT CLASS B ASSEMBLY,153
RM 17-592 Z,2,141656,PepsiCo,37258,V 34,SAFETY NUT UNIT WHEEL,160
JS 15-524 S,1,130839,GE Appliances,33452,M 19,AXIAL ROLLER UNIT CHART,150
EY 9-714 E,8,141990,Lockheed Martin,32540,Q 72,MAGNETIC BEARING CLASS C WHEEL,161
OM 7-407 V,4,252832,Microsoft,37469,D 17,SAFETY RETAINER FRAME WHEEL,162
GD 14-611 V,2,156117,Boeing,32568,P 82,AXIAL RETAINER CHAIN DRIVE,121
ME 12-523 E,9,325090,Johnson & Johnson,34439,R 83,TURBO NUT CLASS C ASSEMBLY,110
JI 12-602 V,1,392827,General Electric,36757,Q 83,MECHANICAL BRAKE DEVICE WHEEL,145
ZF 10-524 Z,5,320902,GE Appliances,36226,P 73,ELECTRICAL RATCHET CHAIN ONE TON,151
HX 13-891 M,5,205369,Boeing,32094,Q 22,ROTARY SPACER BOX ONE TON,175
HZ 2-542 P,9,378367,Intel Corp,34683,W 30,ROTARY HOIST BOX WHEEL,119
ET 5-235 S,9,272298,General Electric,36411,P 1,ROTARY RATCHET FRAME ASSEMBLY,179
WT 2-983 V,3,196054,General Electric,33945,N 1,ELECTRICAL NUT CLASS B WHEEL,158
MD 2-636 X,10,302846,TPI Composites,32604,L 21,MAGNETIC PIN CLASS B ASSEMBLY,128
RB 7-375 A,6,196482,GlobalFoundries,34380,J 55,ELECTRICAL HOIST CLASS C ASSEMBLY,127
RE 9-968 F,1,208393,Microsoft,32270,D 50,MECHANICAL HOOK BOX CHART,157
EU 13-454 E,4,157026,PepsiCo,36532,L 60,SAFETY RATCHET UNIT ASSEMBLY,104
QY 9-412 B,6,249572,Lockheed Martin,36723,Z 9,SAFETY BEARING DEVICE TWO TON,153
GJ 13-536 N,4,278737,Intel Corp,33203,B 32,ELECTRICAL HOIST UNIT TWO TON,155
QH 16-954 L,5,371813,Intel Corp,37327,S 81,TURBO NUT CLASS C WHEEL,194
XT 17-127 G,2,240345,Intel Corp,37863,C 24,TURBO ROLLER DEVICE TWO TON,100
HV 16-913 Z,5,152332,General Electric,32324,Y 94,MAGNETIC BRAKE UNIT ONE TON,179
XS 9-775 G,4,323555,Intel Corp,32847,R 93,TURBO HOOK FRAME ONE TON,108
DN 15-430 W,3,221095,TPI Composites,37709,R 32,ELECTRICAL BRAKE CLASS B ONE TON,190
YH 4-258 M,10,228156,GE Appliances,32828,S 53,ELECTRICAL SPACER FRAME ASSEMBLY,184
KS 10-522 A,7,147376,GlobalFoundries,36979,K 62,ROTARY RETAINER BOX TWO TON,171
XJ 18-732 K,2,338547,PepsiCo,33454,I 92,ROTARY RETAINER FRAME DRIVE,179
XN 7-444 Z,9,271358,GlobalFoundries,33828,B 39,ROTARY HOIST CLASS B TWO TON,169
BB 12-350 P,3,380408,PepsiCo,32449,O 61,AXIAL SPACER DEVICE DRIVE,119
HI 14-647 N,8,242786,Boeing,33832,Z 96,MECHANICAL RATCHET CHAIN ONE TON,104
VY 4-883 R,6,399158,PepsiCo,32654,O 62,SAFETY HOOK BOX WHEEL,174
LR 18-153 O,1,378366,Boeing,33975,O 71,ROTARY ROLLER CLASS C CHART,184
KB 17-678 N,3,269395,PepsiCo,35456,C 36,TURBO BRAKE DEVICE DRIVE,164
GC 19-880 L,9,193909,Intel Corp,35773,H 70,AXIAL NUT FRAME TWO TON,156
WG 15-615 H,2,146449,Intel Corp,34688,X 89,AXIAL HOIST BOX ONE TON,127
KG 17-161 L,7,154681,TPI Composites,36949,F 76,MECHANICAL HOOK BOX ASSEMBLY,160
WQ 18-506 Y,9,156360,PepsiCo,35317,Z 2,SAFETY BRAKE CLASS C ONE TON,133
JE 8-515 P,9,122632,GlobalFoundries,34462,E 95,SAFETY BRAKE UNIT DRIVE,179
JP 18-908 V,6,185600,Intel Corp,37134,Q 61,MAGNETIC NUT CLASS B WHEEL,103
EV 11-301 M,2,256512,Johnson & Johnson,35190,M 49,ROTARY HOOK CHAIN ASSEMBLY,188
FO 11-503 K,5,235974,GlobalFoundries,32876,G 65,ELECTRICAL RATCHET BOX WHEEL,145
CZ 17-437 C,7,394073,PepsiCo,35453,M 2,AXIAL PIN DEVICE WHEEL,180
UV 7-198 L,1,308556,Lockheed Martin,35827,W 24,MECHANICAL BEARING CLASS B CHART,111
KO 12-660 Z,1,215568,Lockheed Martin,32079,Y 96,MAGNETIC RATCHET BOX ASSEMBLY,174
LI 11-765 C,10,302157,General Electric,33699,O 33,ELECTRICAL PIN UNIT TWO TON,134
NE 9-403 C,4,112367,GlobalFoundries,37007,N 23,AXIAL NUT UNIT TWO TON,180
VC 11-990 P,10,231354,General Electric,34254,Q 11,AXIAL BRAKE BOX ONE TON,185
YF 2-661 R,7,121819,GlobalFoundries,37999,Q 16,ROTARY NUT CLASS A ONE TON,126
GQ 8-548 I,7,145987,TPI Composites,33604,J 19,ROTARY NUT FRAME DRIVE,148
QE 8-739 T,2,137822,Intel Corp,37374,J 23,MECHANICAL NUT UNIT WHEEL,121
UW 5-876 P,8,254117,PepsiCo,33387,P 21,ROTARY RETAINER FRAME ASSEMBLY,116
ZU 11-810 D,5,294526,TPI Composites,35653,F 95,SAFETY HOOK CHAIN WHEEL,188
GH 13-617 O,9,249910,Johnson & Johnson,35986,Z 29,SAFETY HOIST DEVICE ASSEMBLY,148
FS 11-355 C,10,176345,Microsoft,35174,I 7,MAGNETIC BRAKE DEVICE CHART,116
OG 3-134 L,5,268638,Microsoft,33906,N 60,TURBO NUT CHAIN CHART,144
ZR 19-408 K,7,262247,Intel Corp,34681,I 17,ROTARY RETAINER UNIT CHART,151
NU 11-993 F,3,230514,TPI Composites,34630,C 67,MECHANICAL HOOK CLASS A CHART,177
IZ 12-827 A,2,100433,GE Appliances,37996,I 65,AXIAL HOIST UNIT ASSEMBLY,149
EM 9-203 F,6,190735,GlobalFoundries,35627,T 25,AXIAL PIN UNIT ONE TON,138
DT 13-575 Q,1,244628,Lockheed Martin,37041,X 14,ELECTRICAL BRAKE CLASS B DRIVE,137
ZU 3-752 R,5,367023,Boeing,34188,Y 45,SAFETY BEARING BOX ASSEMBLY,186
AD 17-790 K,2,204825,Intel Corp,37766,U 2,ELECTRICAL HOIST DEVICE WHEEL,151
TO 12-566 N,9,355828,Boeing,32523,N 83,MAGNETIC BEARING BOX CHART,144
CU 15-940 U,8,288323,Boeing,34354,H 80,ELECTRICAL SPACER DEVICE ASSEMBLY,130
EL 6-902 Y,3,337954,Lockheed Martin,32189,W 94,ELECTRICAL PIN CLASS A ONE TON,189
ZQ 5-990 U,5,173075,Boeing,37692,Z 43,SAFETY NUT UNIT ASSEMBLY,198
SB 2-531 K,8,330781,Intel Corp,34967,N 76,TURBO PIN CLASS C DRIVE,141
WH 7-261 Y,2,112853,Intel Corp,34614,N 77,MECHANICAL BEARING CHAIN TWO TON,136
IR 15-705 W,8,140443,GlobalFoundries,35241,G 29,SAFETY SPACER UNIT DRIVE,108
WA 17-588 F,5,344321,Johnson & Johnson,37639,Q 29,AXIAL BRAKE UNIT ASSEMBLY,185
CC 16-827 Q,1,347828,Intel Corp,36816,I 65,ROTARY SPACER UNIT CHART,115
OX 11-886 V,8,383545,General Electric,32561,K 23,MAGNETIC RETAINER UNIT WHEEL,142
UD 11-961 U,4,287773,Microsoft,37782,U 14,ROTARY HOIST DEVICE TWO TON,153
KP 7-521 R,5,241100,Intel Corp,32256,O 97,ELECTRICAL BEARING CLASS A ASSEMBLY,198
QM 7-981 Q,7,149558,PepsiCo,36280,D 9,MECHANICAL RETAINER UNIT CHART,171
YV 1-594 D,5,127166,Johnson & Johnson,32800,A 63,AXIAL RETAINER FRAME TWO TON,192
CX 14-598 K,8,199233,TPI Composites,32266,R 92,ROTARY HOIST BOX TWO TON,163
SI 19-137 S,1,395460,GE Appliances,32150,A 28,MECHANICAL RATCHET UNIT ASSEMBLY,156
QK 6-880 S,7,147152,TPI Composites,34568,X 53,AXIAL BRAKE CLASS A DRIVE,190
